dataset,noise_name,seed,feature_sha256,method,precision,recall,f1,actual_noise_rate
cifar100,human_noisy_label,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.7844010063866848,0.8065671641791045,0.7953296703296703,0.402
cifar100,human_noisy_label,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.7947972294189182,0.7478606965174129,0.770614923230718,0.402
cifar100,human_noisy_label,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.7842054728756601,0.8126865671641791,0.7981920351820181,0.402
cifar100,human_noisy_label,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.7947972294189182,0.7478606965174129,0.770614923230718,0.402
cifar100,human_noisy_label,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.783147041819233,0.8087064676616915,0.795721558644997,0.402
cifar100,human_noisy_label,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.7947972294189182,0.7478606965174129,0.770614923230718,0.402
cifar100,instance_0.4,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.7513164667220968,0.9550556142734914,0.8410229136196428,0.39738
cifar100,instance_0.4,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.7938816891474918,0.9064371634204036,0.8464340265538715,0.39738
cifar100,instance_0.4,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.7493289120480026,0.9552614362639021,0.8398557617857222,0.39742
cifar100,instance_0.4,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.7936873836333008,0.901011524331941,0.843951071201301,0.39742
cifar100,instance_0.4,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.7493640699523052,0.9510214375788146,0.8382349672112926,0.3965
cifar100,instance_0.4,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.793468200449557,0.9080958385876419,0.846921014254128,0.3965
cifar100,pairflip_0.3,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.562246184007842,0.8057395143487859,0.662322665786869,0.29898
cifar100,pairflip_0.3,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.6158903498997103,0.7394474546792428,0.6720369638568866,0.29898
cifar100,pairflip_0.3,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.5589851024208566,0.7989752462070802,0.6577736386545414,0.30056
cifar100,pairflip_0.3,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.6136262265834077,0.7323662496672877,0.6677587671399102,0.30056
cifar100,pairflip_0.3,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.5579833479000874,0.8082894649163723,0.6602079137865345,0.30014
cifar100,pairflip_0.3,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.6101956461835216,0.737789031785167,0.667953667953668,0.30014
cifar100,symmetric_0.6,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.8618205631958088,0.9705014749262537,0.9129379118973292,0.59664
cifar100,symmetric_0.6,1,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.9024444280333801,0.8192544918208635,0.858839652809502,0.59664
cifar100,symmetric_0.6,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.8611782032400589,0.9713289036544851,0.9129430132708821,0.602
cifar100,symmetric_0.6,2,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.9046521140902161,0.8082059800664452,0.8537137442754119,0.602
cifar100,symmetric_0.6,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-R,0.8581182495070485,0.971318165162064,0.9112159754992344,0.60038
cifar100,symmetric_0.6,3,8e57ad20e5576599ca64da15cebf2f92c6d59e85e3ac81268b2528605905fad5,SimiFeat-V,0.9012660096703946,0.8134181684932876,0.8550917495447542,0.60038
